id,name,postal,province,city,industry,rev_band,revenue_m,employees,founded,status,website,phone,description,news1_title,news1_date,news1_url,news2_title,news2_date,news2_url,news3_title,news3_date,news3_url,lat,lng,pop,area_type
45,Prairie Capital Markets,T2P,AB,Calgary,Finance,enterprise,240,1950,2005,Customer,prairiecapital.ca,403-555-4545,"Prairie Capital Markets is a Calgary-headquartered full-service investment dealer providing corporate finance, M&A advisory, and institutional equity trading to the Canadian energy, mining, and agribusiness sectors. The firm has led over $8B in capital raises since inception.","Prairie Capital Markets Advises on $620M Cenovus Acquisition",2024-03-28,https://financialpost.com,"Prairie Capital Markets Launches Cleantech Investment Banking Division",2024-02-10,https://globeandmail.com,"Prairie Capital Ranks #1 in Energy M&A by Deal Count – Q3 2023",2023-10-15,https://bloomberg.com,51.0486,-114.0708,22300,Urban
46,Rockies Tech Hub,T2P,AB,Calgary,Technology,large,63,490,2012,Customer,rockiestech.ca,403-555-4646,"Rockies Tech Hub is Calgary's leading software and data company serving the energy and resources sector. The company builds digital twins, production optimization algorithms, and ESG data management platforms for oil & gas, mining, and utilities clients across North America.","Rockies Tech Hub Launches AI Production Optimization Suite",2024-04-05,https://oilandgasinnovations.com,"Rockies Tech Hub Wins Halliburton Digital Innovation Partnership",2024-02-15,https://halliburton.com,"Rockies Tech Hub Raises $25M Series B for US Energy Market Expansion",2023-11-02,https://techcrunch.com,51.0486,-114.0708,22300,Urban
47,Summit Real Estate,T2P,AB,Calgary,Real Estate,large,74,360,2009,Prospect,summitrealestate.ca,403-555-4747,"Summit Real Estate is a Calgary-based commercial real estate investment and development firm with a portfolio of 4.2M sq ft of office, industrial, and retail properties across Alberta and Saskatchewan. The company specializes in energy sector office leasing and suburban industrial park development.","Summit Real Estate Launches $180M Industrial Development in SE Calgary",2024-03-12,https://renx.ca,"Summit Real Estate Acquires 3 Industrial Parks in Leduc County",2024-01-22,https://edmontonjournal.com,"Summit Wins NAIOP Alberta Developing Leader Award",2023-09-18,https://naiop.org,51.0486,-114.0708,22300,Urban
48,Foothills Manufacturing,T3E,AB,Calgary,Manufacturing,mid,37,410,2007,Customer,foothillsmfg.ca,403-555-4848,"Foothills Manufacturing is a Calgary-based contract manufacturer specializing in custom metal fabrication, pipeline components, and industrial equipment for Alberta's oil & gas and construction industries. The company operates a 120,000 sq ft facility with CNC machining, welding, and coating capabilities.","Foothills Manufacturing Wins CNRL Pipeline Fabrication Contract",2024-03-20,https://dailyoilbulletin.com,"Foothills Expands Facility by 40,000 sq ft to Meet Demand",2024-01-28,https://constructioncanada.net,"Foothills Manufacturing Certified to ISO 3834 Welding Standard",2023-10-10,https://iso.org,51.0232,-114.1268,31200,Urban
49,Willow Health Services,T2J,AB,Calgary,Healthcare,mid,22,195,2016,Prospect,willowhealth.ca,403-555-4949,"Willow Health Services operates a network of 5 interdisciplinary health and wellness clinics in Calgary's south suburban communities. Services include family medicine, chiropractic, sports medicine, psychology, and nutrition counseling, with a strong focus on preventive care.","Willow Health Services Opens New South Calgary SuperClinic",2024-02-25,https://calgaryherald.com,"Willow Health Launches Virtual Mental Health Program",2024-01-12,https://canadianhealthcaretechnology.com,"Willow Health Services Named Best Integrative Clinic by Calgary's Child",2023-08-20,https://calgaryschild.com,50.9560,-113.9980,28900,Suburban
50,Branding Works Agency,T2J,AB,Calgary,Technology,small,7.5,52,2020,Prospect,brandingworks.ca,403-555-5050,"Branding Works Agency is a Calgary digital marketing and brand strategy boutique serving energy, real estate, and professional services companies. The agency specializes in corporate rebranding, account-based marketing campaigns, and B2B content strategies.","Branding Works Wins Calgary Chamber of Commerce Business of the Year",2024-02-14,https://calgarychamber.com,"Branding Works Expands Service Offering to Include Video Production",2024-01-05,https://strategyonline.ca,"Branding Works Agency Named to Alberta Venture Fast Growth 50",2023-09-25,https://albertaventure.com,50.9560,-113.9980,28900,Suburban
51,Boreal Energy Solutions,T5J,AB,Edmonton,Energy,enterprise,380,2900,1998,Customer,borealenergy.ca,780-555-5151,"Boreal Energy Solutions is a leading Edmonton-based oilsands services and engineering company providing process engineering, project management, and field operations support for SAGD and mining operations across the Athabasca oil sands. The company manages over $2B in active project work annually.","Boreal Energy Solutions Wins $420M Imperial Oil SAGD Services Contract",2024-04-08,https://dailyoilbulletin.com,"Boreal Energy Expands to Offshore Support with New Halifax Office",2024-02-20,https://offshore-technology.com,"Boreal Energy Solutions Named Alberta's Top Employer for Engineers",2024-01-06,https://canadastop100.com,53.5461,-113.4937,18900,Urban
52,Capital City Finance,T5J,AB,Edmonton,Finance,large,95,760,2006,Customer,capitalcityfinance.ca,780-555-5252,"Capital City Finance is Edmonton's premier commercial and agricultural lending institution, providing real estate mortgages, equipment finance, and operating credit to Alberta's farming, construction, and SME sectors. The company manages a $1.4B loan book across 18 branch locations.","Capital City Finance Launches $150M Alberta Agriculture Lending Program",2024-03-22,https://albertafarmer.com,"Capital City Finance Opens New Fort McMurray Commercial Banking Branch",2024-02-08,https://edmontonsun.com,"Capital City Finance Reports 22% Loan Portfolio Growth in 2023",2024-01-14,https://financialpost.com,53.5461,-113.4937,18900,Urban
53,University Tech Ventures,T6G,AB,Edmonton,Technology,mid,18,130,2018,Prospect,univentures.ca,780-555-5353,"University Tech Ventures is an Edmonton technology commercialization company that partners with the University of Alberta to bring research innovations to market. The company manages a portfolio of 22 spinout companies in AI, clean energy, agricultural biotech, and advanced materials.","University Tech Ventures Launches $30M Deeptech Commercialization Fund",2024-03-15,https://betakit.com,"UTV Spinout QuantumSense Wins NRC IRAP Innovation Award",2024-01-25,https://nrc-cnrc.gc.ca,"University Tech Ventures Named Best University Commercialization Office by AUTM",2023-11-08,https://autm.net,53.5239,-113.5235,28400,Urban
54,Northlands Healthcare,T6G,AB,Edmonton,Healthcare,large,66,590,2010,Customer,northlandshealth.ca,780-555-5454,"Northlands Healthcare is a privately-operated rehabilitation and long-term care provider with 6 facilities in the Edmonton metropolitan area. The company specializes in post-acute rehabilitation, dementia care, and neurological rehabilitation, serving over 800 residents and outpatients daily.","Northlands Healthcare Opens New 120-Bed Memory Care Residence in Sherwood Park",2024-04-03,https://seniorhousingnews.com,"Northlands Healthcare Partners with AHS for Post-COVID Rehabilitation Program",2024-02-14,https://alberta.ca,"Northlands Healthcare Achieves 5-Star Accreditation from Accreditation Canada",2023-10-12,https://accreditation.ca,53.5239,-113.5235,28400,Urban
55,Central Alberta Ag,T4S,AB,Red Deer,Food & Beverage,mid,14,120,2011,Prospect,centralalbertagroup.ca,403-555-5555,"Central Alberta Ag is a diversified agricultural processing company operating grain handling, flour milling, and pulse processing facilities in Central Alberta. The company supplies local flour mills, pet food manufacturers, and specialty food companies across Western Canada.","Central Alberta Ag Announces $8M Pulse Processing Plant Expansion",2024-02-20,https://albertafarmexpress.ca,"Central Alberta Ag Partners with Cargill Canada for Oat Supply Agreement",2024-01-08,https://foodbusinessnews.net,"Central Alberta Ag Wins Prairie Oat Growers Processor of the Year",2023-09-15,https://prairieoats.ca,52.2460,-113.8240,38700,Urban
56,Midlands Logistics Inc,T4S,AB,Red Deer,Logistics,mid,21,280,2009,Customer,midlandslogistics.ca,403-555-5656,"Midlands Logistics Inc provides regional freight and warehousing services throughout Central Alberta, operating a 200,000 sq ft distribution center in Red Deer that serves as a hub for food grade, refrigerated, and general commodity shipments.","Midlands Logistics Opens New Refrigerated Warehouse in Red Deer",2024-03-10,https://canadianshipper.com,"Midlands Logistics Partners with Sobeys for Western Canada Distribution",2024-01-15,https://supermarketperimeter.com,"Midlands Logistics Wins Canadian Trucking Alliance Safety Award",2023-10-28,https://cantruck.ca,52.2460,-113.8240,38700,Urban
57,Prairie Logistics Group,R3C,MB,Winnipeg,Logistics,large,58,720,2004,Customer,prairielogistics.ca,204-555-5757,"Prairie Logistics Group is Winnipeg's largest independent freight and supply chain company, operating a national LTL network connecting Western Canada to Ontario and Quebec. The company's Winnipeg hub handles over 180,000 shipments monthly for retail, food, and industrial clients.","Prairie Logistics Group Launches Cross-Canada Overnight LTL Network",2024-04-01,https://canadianshipper.com,"Prairie Logistics Acquires BC Coastal Freight Carrier",2024-02-22,https://logisticsmgmt.com,"Prairie Logistics Named Top 50 Canadian Logistics Company",2023-11-18,https://logisticsinsider.ca,49.8881,-97.1472,21800,Urban
58,Keystone Manufacturing,R3C,MB,Winnipeg,Manufacturing,mid,33,380,2008,Customer,keystonemfg.ca,204-555-5858,"Keystone Manufacturing is a Winnipeg-based contract manufacturer producing agricultural equipment components, transit bus parts, and specialty fabrications for OEM clients across North America. The company is certified to CWB, ASME, and ISO 9001 standards.","Keystone Manufacturing Wins New Flyer Transit Bus Component Contract",2024-03-18,https://busride.com,"Keystone Manufacturing Expands to Second Winnipeg Production Facility",2024-01-28,https://winnipegfreepress.com,"Keystone Manufacturing Achieves AIAG IATF 16949 Automotive Certification",2023-09-22,https://iatfglobaloversight.org,49.8881,-97.1472,21800,Urban
59,Northern Health Alliance,R2M,MB,Winnipeg,Healthcare,mid,27,240,2013,Prospect,northernhealth.ca,204-555-5959,"Northern Health Alliance is a Manitoba community health organization operating primary care clinics, mental health services, and Indigenous health programs across Winnipeg's North End and rural Manitoba communities. The organization serves over 18,000 patients annually.","Northern Health Alliance Opens New Indigenous Health Centre in Winnipeg's North End",2024-03-08,https://manitobacooperator.ca,"Northern Health Alliance Receives $3.2M Federal Mental Health Funding",2024-01-22,https://canada.ca,"Northern Health Alliance Wins Manitoba Excellence in Health Innovation Award",2023-11-05,https://gov.mb.ca,49.9163,-97.0897,32400,Suburban
60,Grain Exchange Finance,R3C,MB,Winnipeg,Finance,large,71,480,2007,Customer,grainexchange.ca,204-555-6060,"Grain Exchange Finance is a Winnipeg-based agricultural finance company providing operating credit, crop input financing, and risk management products to Prairie farmers and grain elevators. The company manages a $900M agriculture loan portfolio with clients across Manitoba, Saskatchewan, and Alberta.","Grain Exchange Finance Launches Carbon Credit Financing Program",2024-02-28,https://albertafarmer.com,"Grain Exchange Finance Partners with ADM for Grain Input Credit Program",2024-01-18,https://agweb.com,"Grain Exchange Finance Reports Record Agri-Lending in FY2023",2023-12-10,https://globeandmail.com,49.8881,-97.1472,21800,Urban
61,TechNord Solutions,H2X,QC,Montreal,Technology,enterprise,195,1600,2006,Customer,technord.ca,514-555-6161,"TechNord Solutions is Montreal's leading AI and data engineering company, serving financial institutions, media conglomerates, and telecom providers across North America. The company is recognized for its proprietary natural language processing platform and deep expertise in building conversational AI systems.","TechNord Solutions Raises $60M Series D Led by Teralys Capital",2024-04-12,https://betakit.com,"TechNord Launches Multilingual AI Platform Supporting 14 Languages",2024-02-25,https://prnewswire.com,"TechNord Solutions Named AI Company of the Year at C2 Montreal",2024-01-15,https://c2montreal.com,45.5179,-73.5794,38700,Urban
62,Plateau Creative Studio,H2X,QC,Montreal,Technology,small,5.8,47,2021,Prospect,plateaucreative.ca,514-555-6262,"Plateau Creative Studio is a Montreal-based digital product design and development agency specializing in mobile apps, interactive web experiences, and brand identity systems for consumer startups and cultural institutions. The studio serves clients across Canada, France, and Belgium.","Plateau Creative Studio Wins Interactive Design Award at FWA",2024-03-12,https://thefwa.com,"Plateau Creative Launches Open Source Design System for Quebec Startups",2024-01-20,https://betakit.com,"Plateau Creative Studio Selected for Startup Montréal Accelerator",2023-08-28,https://startupnation.ca,45.5179,-73.5794,38700,Urban
63,McGill Biotech Labs,H3A,QC,Montreal,Healthcare,large,82,640,2011,Customer,mcgillbiotech.ca,514-555-6363,"McGill Biotech Labs is a Montreal-based clinical stage biopharmaceutical company developing novel oncology, immunology, and rare disease therapies. Its lead programs include two Phase III candidates and a proprietary antibody-drug conjugate platform licensed from McGill University.","McGill Biotech Labs Initiates Phase III Trial for Lead Oncology Candidate",2024-04-05,https://businesswire.com,"McGill Biotech Labs Signs Licensing Deal with AstraZeneca for ADC Platform",2024-02-18,https://prnewswire.com,"McGill Biotech Labs Reports Positive Phase II Data at ASCO 2023",2023-06-05,https://asco.org,45.5066,-73.5771,14200,Urban
64,Fleuve Capital,H3A,QC,Montreal,Finance,mid,35,240,2015,Customer,fleuvecapital.ca,514-555-6464,"Fleuve Capital is a Montreal-based impact investment firm managing $480M in sustainable finance across renewable energy, affordable housing, and social enterprise portfolios. The firm is certified as a B Corp and manages both institutional and retail impact investment products.","Fleuve Capital Launches $120M Quebec Renewable Energy Fund",2024-03-22,https://responsible-investor.com,"Fleuve Capital Publishes Annual Impact Report Showing 38% Carbon Reduction",2024-01-28,https://fleuvecapital.ca,"Fleuve Capital Wins IIRC Award for Best Impact Investment Reporting",2023-10-15,https://integratedreporting.org,45.5066,-73.5771,14200,Urban
65,Vieux-MTL Hospitality,H4B,QC,Montreal,Food & Beverage,mid,16,185,2014,Prospect,vieuxmtl.ca,514-555-6565,"Vieux-MTL Hospitality operates 6 restaurants and 2 boutique event spaces in Old Montreal and the Plateau. The group is known for its modern Quebec cuisine featuring local terroir ingredients, and its venues regularly host corporate events, film productions, and cultural gatherings.","Vieux-MTL Hospitality Opens New Restaurant at Hotel William Gray",2024-03-05,https://foodserviceandhospitality.com,"Vieux-MTL Launches Private Event Partnerships with Major Film Studios",2024-01-14,https://variety.com,"Vieux-MTL Hospitality Wins Grand Prix du tourisme québécois",2023-11-25,https://tourisme.gouv.qc.ca,45.4730,-73.6130,36400,Urban
66,Château Logistics,G1K,QC,Quebec City,Logistics,mid,23,290,2010,Customer,chateaulogistics.ca,418-555-6666,"Château Logistics provides specialized freight transportation and customs brokerage services across Quebec and the Maritime provinces, with expertise in temperature-controlled food shipments, retail replenishment, and cross-border Quebec-US freight corridors.","Château Logistics Launches Direct Quebec City to Boston Freight Lane",2024-02-28,https://canadianshipper.com,"Château Logistics Partners with IGA Quebec for Regional Distribution Contract",2024-01-15,https://grocerybusiness.ca,"Château Logistics Wins Quebec City Chamber of Commerce Business Excellence Award",2023-10-05,https://cciquebec.ca,46.8122,-71.2146,12800,Urban
67,Laurentian Energy,G1K,QC,Quebec City,Energy,large,67,520,2003,Customer,laurentianenergy.ca,418-555-6767,"Laurentian Energy is a Quebec-based hydroelectric power producer and energy services company operating 8 run-of-river hydro facilities in the Laurentian Highlands and Chaudière-Appalaches regions. The company supplies clean electricity to Hydro-Québec and industrial clients under long-term power purchase agreements.","Laurentian Energy Commissions New 48 MW Hydro Facility on Rivière-du-Loup",2024-03-18,https://renewableenergyworld.com,"Laurentian Energy Signs 20-Year PPA with Hydro-Québec",2024-01-30,https://hydroquebec.com,"Laurentian Energy Named Quebec Clean Energy Producer of the Year",2023-09-20,https://infras.qc.ca,46.8122,-71.2146,12800,Urban
68,Prairie Digital Corp,S7K,SK,Saskatoon,Technology,mid,17,130,2017,Prospect,prairiedigital.ca,306-555-6868,"Prairie Digital Corp is a Saskatoon-based software company building digital solutions for the agriculture, mining, and public sector markets in Saskatchewan and Alberta. Key products include precision agriculture data platforms, mine fleet management systems, and e-government services.","Prairie Digital Corp Launches Crop Yield Prediction Engine with USASK Partnership",2024-03-10,https://agrimarketing.com,"Prairie Digital Corp Raises $5.5M from Saskatchewan Government Growth Fund",2024-01-22,https://economy.gov.sk.ca,"Prairie Digital Corp Named Top SK Tech Company by ICT Association",2023-10-01,https://ictam.ca,52.1332,-106.6700,18200,Urban
69,SaskGrain Processors,S7K,SK,Saskatoon,Food & Beverage,large,62,540,2001,Customer,saskgrain.ca,306-555-6969,"SaskGrain Processors is one of Saskatchewan's largest grain handling and specialty crop processing companies, with elevator capacity exceeding 2.8 million bushels and processing lines for lentils, peas, chickpeas, and canola. The company exports to 40+ countries through its global commodity brokerage arm.","SaskGrain Processors Expands Lentil Processing Capacity by 35%",2024-04-02,https://pulsecanada.com,"SaskGrain Processors Signs $45M Supply Agreement with Indian Pulses Board",2024-02-15,https://agrimarketing.com,"SaskGrain Processors Wins Export Achievement Award from Saskatchewan Trade",2023-11-12,https://trade.gov.sk.ca,52.1332,-106.6700,18200,Urban
70,Capital City Health,S4P,SK,Regina,Healthcare,mid,21,195,2014,Customer,capitalcityhealth.ca,306-555-7070,"Capital City Health is a Regina-based primary care and allied health network operating 4 family health clinics and a centralized laboratory services division. The company provides occupational health and employee assistance programs to over 80 corporate clients across Southern Saskatchewan.","Capital City Health Launches AI-Assisted Chronic Disease Management Program",2024-03-15,https://canadianhealthcaretechnology.com,"Capital City Health Opens New East Regina Family Health Centre",2024-01-25,https://reginaleaderpost.com,"Capital City Health Wins Saskatchewan Health Innovation Award",2023-10-18,https://health.gov.sk.ca,50.4452,-104.6189,15800,Urban
71,RegTech Solutions,S4P,SK,Regina,Finance,small,8.9,60,2019,Prospect,regtech.ca,306-555-7171,"RegTech Solutions develops regulatory compliance software for Canadian credit unions, community banks, and agricultural lenders. Its platform automates AML monitoring, FINTRAC reporting, and OSFI stress testing workflows, reducing compliance costs by an average of 40%.","RegTech Solutions Launches FINTRAC 2024 Compliance Module",2024-02-20,https://financialregulation.ca,"RegTech Solutions Partners with Credit Union Central of Saskatchewan",2024-01-08,https://cucsk.com,"RegTech Solutions Named Best FinTech Startup at Saskatchewan ICT Awards",2023-09-10,https://ictawards.ca,50.4452,-104.6189,15800,Urban
72,Atlantic Tech Partners,B3H,NS,Halifax,Technology,mid,19,145,2016,Customer,atlantictech.ca,902-555-7272,"Atlantic Tech Partners is a Halifax-based IT managed services and digital transformation company serving Atlantic Canadian businesses and federal agencies. The company specializes in bilingual (English/French) IT support, cloud migration, and cybersecurity for government and financial services clients.","Atlantic Tech Partners Wins $12M Nova Scotia Digital Government Contract",2024-04-05,https://itworldcanada.com,"Atlantic Tech Partners Receives AWS Advanced Partner Designation",2024-02-10,https://aws.amazon.com,"Atlantic Tech Partners Named Atlantic Canada's Best Tech Employer",2023-10-22,https://atlanticbusinessmag.com,44.6366,-63.5917,24800,Urban
73,Harbour City Finance,B3H,NS,Halifax,Finance,mid,28,210,2012,Customer,harbourcityfinance.ca,902-555-7373,"Harbour City Finance is a Halifax-based commercial lender providing working capital, equipment finance, and real estate bridge loans to Atlantic Canadian SMEs in the fishing, tourism, construction, and technology sectors. The firm manages a $380M loan portfolio with a regional focus.","Harbour City Finance Launches $20M Atlantic Fisheries Lending Program",2024-03-20,https://undercurrentnews.com,"Harbour City Finance Expands to Saint John NB with New Commercial Banking Office",2024-01-28,https://atlanticbusinessmag.com,"Harbour City Finance Named Atlantic Business of the Year – Finance",2023-11-10,https://atlanticbusinessmag.com,44.6366,-63.5917,24800,Urban
74,East Coast Health Care,B3K,NS,Halifax,Healthcare,mid,23,220,2013,Prospect,eastcoasthealth.ca,902-555-7474,"East Coast Health Care is a Halifax-based healthcare staffing and clinical services company providing registered nurses, allied health professionals, and locum physicians to hospitals, clinics, and long-term care facilities across Atlantic Canada on a contract and permanent placement basis.","East Coast Health Care Partners with Nova Scotia Health for Nursing Surge Staffing",2024-03-12,https://nshealth.ca,"East Coast Health Care Launches Mental Health First Responder Training Program",2024-01-18,https://mentalhealthcommission.ca,"East Coast Health Care Named NS Employer of Choice by HR Reporter",2023-09-28,https://hrreporter.com,44.6612,-63.6132,22100,Urban
75,Pier 21 Hospitality,B3K,NS,Halifax,Food & Beverage,small,6.2,75,2018,Customer,pier21hospitality.ca,902-555-7575,"Pier 21 Hospitality operates 3 seafood restaurants and a catering company on Halifax's historic waterfront. The group is celebrated for its sustainable Nova Scotia lobster and seafood menu and has hosted over 500 corporate and wedding events in its waterfront venues.","Pier 21 Hospitality Opens New Catering Facility at Halifax Convention Centre",2024-02-25,https://foodserviceandhospitality.com,"Pier 21 Hospitality Wins Tourism Nova Scotia Hospitality Award",2024-01-10,https://tourismns.ca,"Pier 21 Hospitality Featured in Air Canada's enRoute Magazine",2023-09-05,https://enroutemag.com,44.6612,-63.6132,22100,Urban
76,Tidal Energy NB,E1C,NB,Moncton,Energy,mid,31,260,2009,Customer,tidalenergy.ca,506-555-7676,"Tidal Energy NB is a Moncton-based renewable energy company operating run-of-river hydro and tidal energy projects in the Bay of Fundy. The company holds 4 active generation licenses and has a development pipeline of 120 MW in tidal, wind, and solar projects across New Brunswick.","Tidal Energy NB Commissions 12 MW Bay of Fundy Tidal Array",2024-04-02,https://renewableenergyworld.com,"Tidal Energy NB Signs Power Purchase Agreement with NB Power",2024-02-12,https://nbpower.com,"Tidal Energy NB Wins Clean Energy Award at Atlantic Energy Summit",2023-10-20,https://atlanticenergysummit.com,46.0878,-64.7782,48200,Urban
77,Petitcodiac Logistics,E1C,NB,Moncton,Logistics,small,7.4,88,2016,Prospect,petitcodiac.ca,506-555-7777,"Petitcodiac Logistics is a Moncton-based regional freight carrier and warehousing company serving the Maritimes retail, food, and manufacturing sectors. The company specializes in time-sensitive LTL shipments throughout New Brunswick, Nova Scotia, and Prince Edward Island.","Petitcodiac Logistics Launches Same-Day Maritime Freight Network",2024-03-08,https://canadianshipper.com,"Petitcodiac Logistics Secures Supply Chain Contract with Atlantic Superstore",2024-01-20,https://grocerybusiness.ca,"Petitcodiac Logistics Named Best Small Carrier in Maritime Trucking Survey",2023-08-15,https://canadiantrucking.ca,46.0878,-64.7782,48200,Urban
78,Capital City Software,E3B,NB,Fredericton,Technology,small,5.5,42,2020,Prospect,capitalcitysoftware.ca,506-555-7878,"Capital City Software is a Fredericton-based software development and digital consulting company serving New Brunswick government agencies, healthcare institutions, and Atlantic businesses. The company specializes in open-source modernization, data integration, and citizen-facing digital services.","Capital City Software Wins NB Department of Health Digital Services Contract",2024-03-18,https://gnb.ca,"Capital City Software Partners with Intrusion Inc for Cybersecurity Services",2024-01-22,https://itworldcanada.com,"Capital City Software Named NB New Brunswick Innovation Foundation Rising Star",2023-10-05,https://nbif.ca,45.9636,-66.6431,18900,Urban
79,Atlantica Oil & Gas,A1C,NL,St. John's,Energy,enterprise,290,2100,1997,Customer,atlanticaog.ca,709-555-7979,"Atlantica Oil & Gas is a St. John's-based offshore energy company with interests in the Hibernia, White Rose, and Bay du Nord fields offshore Newfoundland. The company operates as a non-operating working interest partner and provides specialized offshore engineering and well services.","Atlantica Oil & Gas Acquires 12% Working Interest in Bay du Nord Field",2024-04-08,https://rigzone.com,"Atlantica Launches $40M Local Supplier Development Initiative",2024-02-18,https://noia.ca,"Atlantica Oil & Gas Reports Record Annual Production of 28,000 boe/d",2024-01-12,https://cbcnl.ca,47.5615,-52.7126,22800,Urban
80,Signal Hill Technologies,A1C,NL,St. John's,Technology,mid,24,175,2015,Customer,signalhill.ca,709-555-8080,"Signal Hill Technologies is a St. John's software and data company serving the offshore oil & gas, fisheries management, and public safety sectors. The company's core products include vessel tracking platforms, subsea data management systems, and emergency response decision support tools.","Signal Hill Technologies Wins Offshore Marine Technology Award",2024-03-22,https://offshoretechnology.com,"Signal Hill Launches AI Fisheries Quota Management System for DFO",2024-01-28,https://dfo-mpo.gc.ca,"Signal Hill Technologies Named Top Atlantic Tech Company by ACOA",2023-11-15,https://acoa-apeca.gc.ca,47.5615,-52.7126,22800,Urban
81,Island Organics Co,C1A,PE,Charlottetown,Food & Beverage,small,4.2,38,2019,Prospect,islandorganics.ca,902-555-8181,"Island Organics Co is a PEI-based certified organic food company producing potato-derived snack foods, sea vegetable products, and wild blueberry preserves from Prince Edward Island's farming communities. Products are sold at farmers markets, independent grocers, and through its online subscription service.","Island Organics Co Launches PEI Potato Chip Line at Sobeys Atlantic",2024-02-28,https://grocerybusiness.ca,"Island Organics Co Wins PEI Flavour Award for Best Artisan Food Product",2024-01-14,https://peitaste.com,"Island Organics Co Featured on Dragon's Den Canada",2023-09-25,https://cbc.ca,46.2382,-63.1311,24800,Urban
82,PEI Real Estate Trust,C1A,PE,Charlottetown,Real Estate,small,9.6,45,2016,Customer,peirealstate.ca,902-555-8282,"PEI Real Estate Trust is a Charlottetown-based real estate investment company managing a portfolio of commercial, retail, and residential income properties across Prince Edward Island. The trust focuses on Main Street revitalization and tourism property management.","PEI Real Estate Trust Acquires Historic Charlottetown Hotel for Conversion",2024-03-10,https://renx.ca,"PEI Real Estate Trust Launches Tourism Property Fund for Investors",2024-01-15,https://canada.ca,"PEI Real Estate Trust Named PEI Chamber of Commerce Real Estate Company of the Year",2023-08-30,https://peichamber.com,46.2382,-63.1311,24800,Urban
83,Arctic Resources Corp,X1A,NT,Yellowknife,Energy,large,58,420,2005,Customer,arcticresources.ca,867-555-8383,"Arctic Resources Corp is a Yellowknife-based mineral exploration and production company with active diamond, gold, and rare earth projects in the Northwest Territories and Nunavut. The company operates the Falcon Diamond Mine and holds exploration permits for 4.2 million acres of prospective ground.","Arctic Resources Corp Announces Major Gold Discovery at MacKay Lake",2024-04-10,https://mining.com,"Arctic Resources Secures $75M Streaming Agreement with Wheaton Precious Metals",2024-02-20,https://wheatonpm.com,"Arctic Resources Corp Named Top Junior Miner of the Year at PDAC",2024-01-28,https://pdac.ca,62.4540,-114.3718,19800,Urban
84,Northern Logistics NT,X1A,NT,Yellowknife,Logistics,small,6.8,65,2013,Prospect,northernlogistics.ca,867-555-8484,"Northern Logistics NT provides essential freight transportation, fuel distribution, and supply chain services to remote communities, mining operations, and government facilities in the Northwest Territories and Nunavut. The company operates winter road and year-round air cargo services.","Northern Logistics NT Wins Diavik Diamond Mine Supply Contract",2024-03-15,https://miningweekly.com,"Northern Logistics NT Launches Air Cargo Service to 4 New Remote Communities",2024-01-22,https://airtransportnews.ca,"Northern Logistics NT Wins NWT Chamber of Commerce Business of the Year",2023-10-10,https://nwtchamber.com,62.4540,-114.3718,19800,Urban
85,Yukon Tech Ventures,Y1A,YT,Whitehorse,Technology,small,4.1,35,2021,Prospect,yukontech.ca,867-555-8585,"Yukon Tech Ventures is a Whitehorse software development and digital services company helping Yukon businesses and government agencies build digital products. The company specializes in geospatial data platforms, remote community connectivity solutions, and Indigenous language technology tools.","Yukon Tech Ventures Wins ISED Digital Infrastructure Grant for Remote Connectivity",2024-03-05,https://ised-isde.canada.ca,"Yukon Tech Ventures Launches Yukon Indigenous Language App",2024-01-20,https://cbc.ca/north,"Yukon Tech Ventures Named Yukon Chamber of Commerce Young Entrepreneur of the Year",2023-09-12,https://yukonchamber.com,60.7212,-135.0568,28900,Urban
86,Klondike Mining Services,Y1A,YT,Whitehorse,Energy,mid,18,150,2010,Customer,klondikemining.ca,867-555-8686,"Klondike Mining Services provides contract mining, equipment rental, and environmental remediation services to placer and hard rock mining operations throughout Yukon. The company operates a 220-piece heavy equipment fleet and holds Yukon EIA certification for mine site rehabilitation.","Klondike Mining Services Awarded Carmacks Copper Mine Contract",2024-02-22,https://mining.com,"Klondike Mining Services Expands Environmental Remediation Division",2024-01-12,https://miningweekly.com,"Klondike Mining Services Named Yukon Mining Association Contractor of the Year",2023-10-15,https://yukonchamber.com,60.7212,-135.0568,28900,Urban
87,Airdrie Industrial Park,T4B,AB,Airdrie,Manufacturing,large,54,620,2006,Customer,airdrieind.ca,403-555-8787,"Airdrie Industrial Park is a Calgary-region contract manufacturer and industrial park developer providing precision machining, welding fabrication, and light assembly services to Calgary's oil & gas equipment, agricultural implements, and infrastructure construction sectors from a 280,000 sq ft campus.","Airdrie Industrial Park Launches 80,000 sq ft Expansion for EV Component Manufacturing",2024-04-05,https://canadianmanufacturing.com,"Airdrie Industrial Park Wins Rocky View County Business of the Year",2024-02-18,https://rockyviewcounty.ca,"Airdrie Industrial Park Certified to AS9100 Aerospace Manufacturing Standard",2023-11-28,https://sae.org,51.2919,-114.0144,42100,Suburban
